RTT,RTT_trend,packet_loss_rate,throughput,queue_load,queue_growth_rate,link_utilization,congestion_label,time_to_congestion
45.5745884305487,2.0301026577326824,0,5.596895774432717,4.617883341583873,2.270710142292014,0.5216438780058535,0,12.723202583956512
46.00901697489317,-3.8306804338098326,0,5.455642405395086,51.79110966904468,-3.0716840888533947,0.3844020259818425,0,9.215169335104918
50.228860322912716,5.585615821435364,0,0.5,18.595903486033272,6.518515129849524,0.9580094489988015,0,6.1277561595872
34.58033397435817,20.504084786150116,0,0.917760110496606,0.43510494004034284,13.921094277994825,0.8600820781887378,0,4.837503702408977
66.87211290958861,26.911001315644548,0,3.2701848747202336,38.73935234081243,18.97118232491861,0.7559337820167293,1,0.6956858377155472
58.31197516775731,21.817875369782367,0,2.6803285580875356,22.616081042595614,15.46673044137242,0.6378882118051765,1,2.2136356642286232
44.027994284642425,11.22313510181933,0,6.363092730762397,21.229993104570188,7.73484245072537,0.27140937082796857,0,12.863679860880074
62.12958172532523,11.949330123804975,0,2.8777466121573623,59.6322637934521,11.576971759934427,0.6815276498728422,1,0.46930663274938667
53.17130739493438,15.843671963831765,0,5.285179359007022,17.81068221438732,18.141325372588064,0.4213093645730961,0,12.331834602137224
87.02438649947982,16.505943581783114,0.16412914561951727,4.184024331507565,94.90043934406846,16.337180850310986,0.6577136672015467,1,1.8232632782280804
55.24478308014665,-3.7015802072275767,0.13157023808254034,7.429156845422655,91.71322847392656,-4.024152913516675,0.19239795914735044,0,8.94184485034618
65.47193628652035,20.657083860773625,0,7.271319921586711,76.45201837545915,15.8176663319765,0.34537347568292165,1,2.015467572047479
84.53762284728091,-5.150313478684658,0,4.7668751457274485,75.04244267693595,-3.7566869648113825,0.5013532022172625,0,13.299652054178095
76.26409324685764,-0.15605859688993162,0,0.5,74.33856069670381,-0.15263700494794286,0.9332144959988388,0,6.418225445696015
40.15223170224171,13.772966067389115,0,3.60235644145023,0.7264845996395097,10.955150347854946,0.5586156438902324,0,9.426349909278263
40.96902050135323,9.429748946976385,0,8.275850397844643,14.24063268455723,13.316652780098305,0.15564785769118564,0,14.04416052902792
50.717523908913975,-2.797305294978032,0,3.7746480289508835,29.41122017821016,-3.0189781138121607,0.5886908484576353,0,10.436180319342965
51.89064837631923,-4.547390291091831,0,6.048528796880689,18.176862081741763,-3.9173987630534963,0.42120627391402066,0,12.63731591983509
57.75317244008951,2.63214981592325,0,1.1256818322187736,27.477382293865393,4.541547214217303,0.8032518586140666,0,14.483039558901508
48.16329279611137,3.3102652710713723,0,5.135063499072903,11.830696498475458,3.186583659187285,0.44589091942340753,0,5.067853982062498
73.76061792057322,5.763828951854284,0,3.885842944471567,62.03638756434206,7.473820656808623,0.6315679562853986,0,13.937830339879936
54.597394595095054,12.94340454034689,0,2.5906594540550074,57.339368832065205,11.074366410224357,0.8121399769091714,1,2.3615868407066456
56.9028895421636,-2.3670795016810726,0,1.7616952729161106,63.79008499079312,-1.8530785143159045,0.8139589313411548,0,11.82700012736182
84.51848175441012,3.3540486284183233,0,2.264511655523415,71.3597469541932,4.818285316634542,0.7674935661481155,0,12.076095953653454
49.75909805959225,7.346163213014128,0,6.0135332257888905,28.542061969722553,4.975228835861921,0.45755693239396855,0,7.848646650301205
54.45488905208337,15.149560231792137,0,1.7838740664531547,34.19712641975773,12.948488525995348,0.7507455665911489,0,4.948033517998308
86.27516138424485,1.3086131285059786,0.13564495165739,5.822983957392646,92.60987813982894,0.8801019191769885,0.5029245190731916,0,10.353148398090628
48.81845379979415,15.005949170293887,0,1.8351378986891753,17.041648317568736,10.17498597739784,0.8490754259850414,0,12.030532183766244
34.83814788671982,0.27639289188730926,0,5.854542125505943,8.89675276524493,0.5013383851566235,0.3630063846748718,0,9.50605004587435
44.76553014528572,9.077635423167804,0,3.4997233990880128,1.958753589568163,10.923208679732276,0.5726997529206921,0,8.600005613559999
44.135250321682136,4.062414640344596,0,2.696757283616486,21.249470653759527,4.254664359400525,0.6458969082440743,0,8.532520622879595
34.077965643907405,10.701778888972223,0,4.285477183265479,5.93210417305251,12.241518061913293,0.6544406562708766,0,12.539967006560028
38.4955960790687,5.971730972985857,0,3.5632390329124473,31.629265730498002,10.837278460145587,0.578387959099224,0,11.562687747494845
57.14621819681759,6.83873515405755,0,9.488520788151341,36.62577166644064,12.027640079619438,0.15006041496645484,0,13.732745958277716
93.72505339044878,11.31202166967962,0.19523804594422195,1.8061453396079028,98.27375120832525,9.044620472554072,0.7475331267935026,1,0.6192702349326629
37.82545456864287,6.663975411704907,0,6.895668525192815,11.348035120353517,6.476621076789048,0.3802753646423669,0,9.582249659366946
55.91182361632805,4.563543069228129,0,7.752523400039083,27.80560321582136,8.007753157454946,0.20978655879237867,0,9.627524058356258
52.89021390032367,13.727011280794663,0,6.977709739733137,29.397098493344988,12.408843013893456,0.23186943518889253,0,7.476159748150463
32.61345381064192,21.722826555827943,0,1.5694277978330922,0.856332685009964,15.722225414699857,0.8567306531399063,1,1.6876132328866182
46.84039559411792,7.698930913356282,0,7.010055566116353,29.321216832111862,7.653944609535161,0.26439437061384197,0,9.667902809947835
51.394142643627966,-1.1568974272119246,0,2.2468430012303537,37.405221105516105,-1.7274391803169125,0.872092291866576,0,13.497292188374981
64.22307723342982,9.830570021564125,0.01798824820805359,2.3882852418288483,81.37037712518243,10.639987601085542,0.7128924306845327,1,1.169601714543002
68.64416500222683,12.235242745234089,0.009369298983614958,2.8160776508115237,80.392352389259,8.283135637333581,0.7472356506915458,1,1.1120959753111097
58.47163237472634,3.8671996016562855,0.1418258068889102,1.0804730219764938,92.18471949859035,3.554086732109093,0.8164028810564821,0,8.218406062840922
58.29187770453629,21.53053549699012,0.08250491010902379,5.510700435866181,87.68263313435318,18.161064336865962,0.4393653982580964,1,0.5126662448784483
57.69646587088256,9.07582689114547,0.09600562273846801,2.9891596194804295,87.93772467327392,9.981540555356542,0.6892390767823499,1,0.8612377139077871
74.47099281291963,8.48258663946931,0,7.425584543717708,70.54734021454514,8.185645488035252,0.2051680622765158,0,5.579495844055579
87.5231825616302,3.770830602183439,0.19564277154208462,0.5,98.1010230842092,5.413150750146299,0.9858430214324946,1,0.29387329617963664
74.8037308574329,-2.26338722002259,0.09966647667765795,5.661632010891482,88.1424252437604,-1.9602101490943893,0.5014249901645251,0,4.823025232563997
54.557444991524214,19.88490033434928,0,8.494265822351268,33.461837902769496,14.235546026648727,0.2432352859278754,0,5.4550015736784
62.029522241891534,19.449928400564453,0,0.9289500295834414,77.12262957300794,14.992040829783338,0.880990133784942,1,2.9210086558359123
58.02016022093623,2.3645376470331207,0,7.2590229475010695,48.5573365636213,3.041199489692996,0.2336629855032239,0,9.135603594652295
82.4793564832037,3.799768981027929,0.15594785137529607,5.890134571422873,95.45052651373032,6.031974847931123,0.49652192249904925,0,7.0295221043303675
56.4239860701269,8.021002823521275,0,0.987232237244257,21.884459399531398,10.58756387592185,0.9000361124661473,0,9.770759136286038
66.81536943118027,15.029109820736378,0.17866845250316662,0.6639101367925054,96.65839320119035,11.132079290003162,0.8618808456373275,1,1.4757171008557224
44.10133165934376,2.086874959438043,0,1.7898569368541346,16.597137823656894,3.128004042119125,0.8946428668087056,0,8.534892906237893
87.99327126158859,-0.0630911374740431,0.12140519781237505,5.784787331790736,91.31197427336613,-0.04598792518686157,0.4932901583926954,0,6.707733910351803
81.52337697708569,16.169401470003926,0,6.480790020688405,69.94970075231696,15.644788632318019,0.2969018963042203,1,2.5333915399844487
63.499816178357065,2.1091504163843204,0,1.9477317316209293,62.71110697487443,2.0222431675414754,0.8512953388301923,0,9.521676948424197
77.22724918148027,-0.7159270967325554,0.13969294982294517,1.8208344389756836,92.09554866413613,-1.1221633397954438,0.8232381327153936,0,13.761218268946443
